# Mar Thoma Syrian Church — every parish and congregation, under its diocese.
#
# The zone column is deliberately empty. The published list has no tier
# between the diocese and the parish, and inventing one would put names in
# your console that no one in the church would recognise. Add zones later
# from Manage → Churches if your diocese actually uses them; a parish with no
# zone is a normal, supported thing here.
#
# The city is derived from the postal address, not published as its own
# field: the post-office locality for Indian parishes, the town for parishes
# abroad. 1062 of 1114 rows resolved to something; the rest are blank rather
# than guessed. A post office is not always the place the parish is named
# after, so treat the column as a starting point and correct what you notice.
# Source: the Mar Thoma parish list published at marthoma.in, as collected in
#   https://docs.google.com/spreadsheets/d/1QVPcgFuO638L673NJ5fqtwqwq_obO4lF/edit
# Converted 2026-08-29. 1114 parishes in 14 dioceses.
#
diocese,zone,church,city
KOTTAYAM - KOCHI DIOCESE,,NELLIMATTOM BETHEL MAR THOMA CHURCH,Nellimattom
KOTTAYAM - KOCHI DIOCESE,,PALA ST PAULS MAR THOMA CHURCH,Pala
KOTTAYAM - KOCHI DIOCESE,,PALARIVATTOM SHARON MAR THOMA CHURCH,Palarivattom
KOTTAYAM - KOCHI DIOCESE,,PAMBAKKUDA IMMANUEL MAR THOMA CHURCH,Pampakuda
KOTTAYAM - KOCHI DIOCESE,,PAMPADY SALEM MAR THOMA CHURCH,South Pampady
KOTTAYAM - KOCHI DIOCESE,,PAMPADY SEHION MAR THOMA CHURCH,Kottayam Kottyam
KOTTAYAM - KOCHI DIOCESE,,PAMPANAR ST GEORGE MAR THOMA CHURCH,Kumaly
KOTTAYAM - KOCHI DIOCESE,,PARAKKATHANAM ST THOMAS MAR THOMA CHURCH,Perumpramavu
KOTTAYAM - KOCHI DIOCESE,,PARAVOOR ST THOMAS MAR THOMA CHURCH,Paravur North
KOTTAYAM - KOCHI DIOCESE,,PERUMBAVOOR ST PAULS MAR THOMA CHURCH,Ernakulam
KOTTAYAM - KOCHI DIOCESE,,POIKA EBENEZER MAR THOMA CHURCH,Vadattupara
KOTTAYAM - KOCHI DIOCESE,,POTHANIKAD BETHEL MARTHOMA CHURCH,Pothanicad
KOTTAYAM - KOCHI DIOCESE,,PULIYANMALA ST. MARYS MAR THOMA CHURCH,Puliyanmala
KOTTAYAM - KOCHI DIOCESE,,PUNCHAVAYAL JERUSALEM MAR THOMA CHURCH,Mundakayam
KOTTAYAM - KOCHI DIOCESE,,PUNNAVELI ST THOMAS MAR THOMA CHURCH,Punnaveli P.O. Mallappally Pathanamthitta
KOTTAYAM - KOCHI DIOCESE,,PUNNEKKADU (MF),
KOTTAYAM - KOCHI DIOCESE,,PUTHUPARAMBU ST LUKES MAR THOMA CHURCH,Vadavathoor
KOTTAYAM - KOCHI DIOCESE,,PUTHUPPALLY ST PAULS HOREB MAR THOMA CHURCH,Puthuppally
KOTTAYAM - KOCHI DIOCESE,,PUTHUPPALLY ST. MARYS MAR THOMA CHURCH,Rubber Board
KOTTAYAM - KOCHI DIOCESE,,RAYAMANGALAM BETHELEHEM MAR THOMA CHURCH,Vaikara
KOTTAYAM - KOCHI DIOCESE,,SANTHIPURAM BETHEL MAR THOMA CHURCH,Santhipuram
KOTTAYAM - KOCHI DIOCESE,,THALAPPADY NAZRETH MAR THOMA CHURCH,Rubber Board
KOTTAYAM - KOCHI DIOCESE,,THELLIYOOR CHRISTOSE MAR THOMA CHURCH,Thelliyoor
KOTTAYAM - KOCHI DIOCESE,,THELLIYOOR SALEM MAR THOMA CHURCH,Valakuzhy
KOTTAYAM - KOCHI DIOCESE,,THENGODU IMMANUEL MAR THOMA CHURCH,Thengode
KOTTAYAM - KOCHI DIOCESE,,THIRUVANKULAM IMMANUEL MAR THOMA CHURCH,Thiruvamkulam
KOTTAYAM - KOCHI DIOCESE,,THIRUVARPU SALEM MAR THOMA CHURCH,Thiruvarpu
KOTTAYAM - KOCHI DIOCESE,,THODUPUZHA ST THOMAS MAR THOMA CHURCH,Muttom
KOTTAYAM - KOCHI DIOCESE,,THOTTAKADU THABORE MAR THOMA CHURCH,Thottackadu
KOTTAYAM - KOCHI DIOCESE,,THURUTHICADU MAR THOMA CHURCH,Thuruthicad
KOTTAYAM - KOCHI DIOCESE,,ULLAYAM IMMANUEL MAR THOMA CHURCH,Kadayanickadu
KOTTAYAM - KOCHI DIOCESE,,VADATTUPARA SALEM MAR THOMA CHURCH,Vadattupara
KOTTAYAM - KOCHI DIOCESE,,VADAVATHOOR ST STEPHENS MAR THOMA CHURCH,Kottayam
KOTTAYAM - KOCHI DIOCESE,,VAKATHANAM IMMANUEL MAR THOMA CHURCH,Mar Thoma Church Vakathanam
KOTTAYAM - KOCHI DIOCESE,,VALAKOM  [ K K ] MAR THOMA CHURCH,Kunnackal
KOTTAYAM - KOCHI DIOCESE,,VALANKARA EBENEZER MAR THOMA CHURCH,Vennikulam
KOTTAYAM - KOCHI DIOCESE,,VANDENMEDU ST THOMAS MAR THOMA CHURCH,Mar Thoma Church Vandanmettu
KOTTAYAM - KOCHI DIOCESE,,VANDIPERIYAR MAR THOMA CHURCH,Vallakadavu
KOTTAYAM - KOCHI DIOCESE,,VAZHAKULAM EBENEZER MAR THOMA CHURCH,South Vazhakulam
KOTTAYAM - KOCHI DIOCESE,,VAZHOOR EBENEZER MAR THOMA CHURCH,Pullickal Kavala
KOTTAYAM - KOCHI DIOCESE,,VAZHOOR ST GEORGE MAR THOMA CHURCH,Vazhoor East
KOTTAYAM - KOCHI DIOCESE,,VELLATHOOVAL BETHEL MAR THOMA CHURCH,Vellathooval
KOTTAYAM - KOCHI DIOCESE,,VENGAZHA ST JOHNS MAR THOMA CHURCH,Ezhumattoor
KOTTAYAM - KOCHI DIOCESE,,VENGOLA BETHEL MAR THOMA CHURCH,West Vengola
KOTTAYAM - KOCHI DIOCESE,,VENGOOR JERUSALEM MAR THOMA CHURCH,Vengoor
KOTTAYAM - KOCHI DIOCESE,,VENNIKULAM SALEM MAR THOMA CHURCH,Thelliyoor
KUNNAMKULAM - MALABAR DIOCESE,,ANAKULAM ZEHION MAR THOMA CHURCH,Peruvannamuzhy(Via
KUNNAMKULAM - MALABAR DIOCESE,,ARABI AROHANAM MAR THOMA CHURCH,Arabi
KUNNAMKULAM - MALABAR DIOCESE,,ARTHAT KUNNAMKULAM MAR THOMA CHURCH,Kunnamkulam
KUNNAMKULAM - MALABAR DIOCESE,,BEDERI ST THOMAS MAR THOMA CHURCH (VADUVANCHAL),Vaduvanchal
KUNNAMKULAM - MALABAR DIOCESE,,CHALICKAL IMMANUEL MAR THOMA CHURCH,Moothedam
KUNNAMKULAM - MALABAR DIOCESE,,CHALISSERY MAR THOMA CHURCH,Chalisserri
KUNNAMKULAM - MALABAR DIOCESE,,CHANTHAKUNNU ST PAULS MAR THOMA CHURCH,Chandakunnu
KUNNAMKULAM - MALABAR DIOCESE,,CHEMBANODU CARMEL,Chembanoda Chengaroth
KUNNAMKULAM - MALABAR DIOCESE,,CHENGAROTHU IMMANUEL MAR THOMA CHURCH,Chengaroth
KUNNAMKULAM - MALABAR DIOCESE,,CHERUPUZHA JERUSALEM MAR THOMA CHURCH,Cherupuzha
KUNNAMKULAM - MALABAR DIOCESE,,CHOKKADU ST THOMAS MAR THOMA CHURCH,Chokkad
KUNNAMKULAM - MALABAR DIOCESE,,CHOORIYODE BETHEL MAR THOMA CHURCH,Perumbadari
KUNNAMKULAM - MALABAR DIOCESE,,CHUNDAL ST PETERS MAR THOMA CHURCH,Chundale
KUNNAMKULAM - MALABAR DIOCESE,,CHUNGATHARA SALEM MAR THOMA CHURCH,Chungathara
KUNNAMKULAM - MALABAR DIOCESE,,COYALMANNAM EBENEZER MAR THOMA CHURCH,Palakkad
KUNNAMKULAM - MALABAR DIOCESE,,EDAKARA IMMANUEL MAR THOMA CHURCH,Munda
KUNNAMKULAM - MALABAR DIOCESE,,ERUMAYOOR ST THOMAS MAR THOMA CHURCH,Erumayoor Erimayoor
KUNNAMKULAM - MALABAR DIOCESE,,GUDALUR ST THOMAS MAR THOMA CHURCH,Gudalur Bazar
KUNNAMKULAM - MALABAR DIOCESE,,KADAVALOOR ST PAULS MAR THOMA CHURCH,Kadavallur Kadavallur
KUNNAMKULAM - MALABAR DIOCESE,,KAIPPANI BETHEL MAR THOMA CHURCH,Chungathara
KUNNAMKULAM - MALABAR DIOCESE,,KALLADIKODE ST PETERS MAR THOMA CHURCH,Thachampara
KUNNAMKULAM - MALABAR DIOCESE,,KANNARA PEECHI ST THOMAS MAR THOMA CHURCH,Kannara Peechi Kannara
KUNNAMKULAM - MALABAR DIOCESE,,KANNUR IMMANUEL MAR THOMA CHURCH,South Bazaar
KUNNAMKULAM - MALABAR DIOCESE,,KARARA HOREB MAR THOMA CHURCH (ATTAPPADI),Thavalam
KUNNAMKULAM - MALABAR DIOCESE,,KARIMBA ST THOMAS MAR THOMA CHURCH,Karimba
KUNNAMKULAM - MALABAR DIOCESE,,KARUNECHI SEHION MAR THOMA CHURCH,Malappuram
KUNNAMKULAM - MALABAR DIOCESE,,KASARGOD ST THOMAS MAR THOMA CHURCH,Chengala
KUNNAMKULAM - MALABAR DIOCESE,,KATTIPOYIL CARMEL MAR THOMA CHURCH,Meenmutty
KUNNAMKULAM - MALABAR DIOCESE,,KATTUKAMPEL CARMEL MAR THOMA CHURCH,Kattukambal
KUNNAMKULAM - MALABAR DIOCESE,,KATTUMUNDA ZEHION MAR THOMA CHURCH,Naduvath
KUNNAMKULAM - MALABAR DIOCESE,,KELAKOM IMMANUEL MAR THOMA CHURCH,Kelakom
KUNNAMKULAM - MALABAR DIOCESE,,KOLITHATTU HERMON MAR THOMA CHURCH,Iritty
KUNNAMKULAM - MALABAR DIOCESE,,KOOTTAPPADI EBENEZER MAR THOMA CHURCH,Malappuram
KUNNAMKULAM - MALABAR DIOCESE,,KOZHIKKODE ST PAULS MAR THOMA CHURCH,Calicut
KUNNAMKULAM - MALABAR DIOCESE,,KOZHIKODU THENHIPALAM BETHEL MAR THOMA CHURCH,Tenhipalam
KUNNAMKULAM - MALABAR DIOCESE,,MALAPPURAM JERUSALEM MAR THOMA CHURCH,Malappuram
KUNNAMKULAM - MALABAR DIOCESE,,MAMPATTA ST. THOMAS MAR THOMA CHURCH,Mukkam
KUNNAMKULAM - MALABAR DIOCESE,,MANNARKADU JERUSALEM MAR THOMA CHURCH,Perumbadari
KUNNAMKULAM - MALABAR DIOCESE,,MAVOOR CONGREGATION,Thenhipalam
KUNNAMKULAM - MALABAR DIOCESE,,MOOKKUTHALA SALEM MAR THOMA CHURCH,Kunnamkulam
KUNNAMKULAM - MALABAR DIOCESE,,MOOTHEDAM EBENEZER MAR THOMA CHURCH,Moothedom
KUNNAMKULAM - MALABAR DIOCESE,,MUNDOOR JERUSALEM MAR THOMA CHURCH,Ezhakkad
KUNNAMKULAM - MALABAR DIOCESE,,MUTHUKULAM CHRISTOSE MAR THOMA CHURCH,Bhoodan Colony
KUNNAMKULAM - MALABAR DIOCESE,,NEDUVALOOR BETHEL MAR THOMA CHURCH,Chuzhali
KUNNAMKULAM - MALABAR DIOCESE,,NELLIKUNNU SALEM MAR THOMA CHURCH,Nellikunnu
KUNNAMKULAM - MALABAR DIOCESE,,NILAMBUR ST THOMAS MAR THOMA CHURCH,Nilambur
KUNNAMKULAM - MALABAR DIOCESE,,OLAVACODE CHRIST MAR THOMA CHURCH,Olavakkodu
KUNNAMKULAM - MALABAR DIOCESE,,PAKKULAM CARMEL MAR THOMA CHURCH,Pakkulam
KUNNAMKULAM - MALABAR DIOCESE,,"PALAKKAD ST THOMAS MAR THOMA CHURCH,",Palakkad
KUNNAMKULAM - MALABAR DIOCESE,,PALANKARA HOREB MAR THOMA CHURCH,Palankara
KUNNAMKULAM - MALABAR DIOCESE,,PANAMANNA IMMANUEL MAR THOMA CHURCH,Pallikuthu
KUNNAMKULAM - MALABAR DIOCESE,,PARAPPA EBENEZER MAR THOMA CHURCH,Chengala
KUNNAMKULAM - MALABAR DIOCESE,,PAYYANNOOR BETHEL MAR THOMA CHURCH,Edat
KUNNAMKULAM - MALABAR DIOCESE,,PAZHANJI IMMANUEL MAR THOMA CHURCH,Pazhanji Pazhanji
KUNNAMKULAM - MALABAR DIOCESE,,PENGAMUKKU ST THOMAS MAR THOMA CHURCH,Pengamukku
KUNNAMKULAM - MALABAR DIOCESE,,PERINTHALMANNA ST THOMAS MAR THOMA CHURCH,Angadipuram
KUNNAMKULAM - MALABAR DIOCESE,,PONNANI SALEM MAR THOMA CHURCH,Ponnani Chalisseri
KUNNAMKULAM - MALABAR DIOCESE,,PULIKKAYAM IMMANUEL MAR THOMA CHURCH,Meenmutty
KUNNAMKULAM - MALABAR DIOCESE,,PULLENCHERRY BETHEL MAR THOMA CHURCH,Nallamthanny
KUNNAMKULAM - MALABAR DIOCESE,,PUTHUPADY EBENEZER MAR THOMA CHURCH,Puthuppady
KUNNAMKULAM - MALABAR DIOCESE,,SHARJAH MAR THOMA PARISH,Sharjah
KUNNAMKULAM - MALABAR DIOCESE,,SHORNUR IMMANUEL MAR THOMA CHURCH,Shornur
KUNNAMKULAM - MALABAR DIOCESE,,SULTAN BETHERI JERUSALEM MAR THOMA CHURCH,Kappadi
KUNNAMKULAM - MALABAR DIOCESE,,THACHAMPARA TABORE MAR THOMA CHURCH,Thachampara
KUNNAMKULAM - MALABAR DIOCESE,,THALASERRY CONGREGATION,South Bazaar
KUNNAMKULAM - MALABAR DIOCESE,,THAMARASSERY ST PETERS MAR THOMA CHURCH,Thamarasserry
KUNNAMKULAM - MALABAR DIOCESE,,THANIPPADAM SALEM MAR THOMA CHURCH,Poovanchira
KUNNAMKULAM - MALABAR DIOCESE,,THRISSUR EBENEZER MAR THOMA CHURCH,East Fort
KUNNAMKULAM - MALABAR DIOCESE,,VADAKKENCHERY HERMON MAR THOMA CHURCH,Vadakkancherry
KUNNAMKULAM - MALABAR DIOCESE,,VALLITHODE SALEM MAR THOMA CHURCH,Mananthavady
KUNNAMKULAM - MALABAR DIOCESE,,VAZHIKKADAVU BETHEL MAR THOMA CHURCH,Vazhikkadavu
KUNNAMKULAM - MALABAR DIOCESE,,VELIKKADU IMMANUEL MAR THOMA CHURCH,Vellikkattu Palghat
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,,ADELAIDE MAR THOMA CHURCH,South Australia - 5
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,,AUCKLAND ST THOMAS MAR THOMA CHURCH,
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,,BANTING MAR THOMA CHURCH,Banting
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,,BRISBANE MAR THOMA CHURCH,Brisbane
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,,CANBERRA MAR THOMA CHURCH,
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,,"CHRISTCHURCH MARTHOMA CHURCH,NEW ZEALAND",
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,,HAMILTON TRINITY MAR THOMA CHURCH,Hamilton
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,,IPOH MAR THOMA CHURCH,
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,,JOHOR BAHRU ST.PETERS MAR THOMA CHURCH,Taman Dato Onn
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,,KLANG ST THOMAS MAR THOMA CHURCH,Klang
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,,KLUANG ST PAULS MAR THOMA CHURCH,Kluang
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,,KUALA LUMPUR ST. THOMAS MAR THOMA CHURCH,Kuala Lumpur
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,,LABIS ST THOMAS MAR THOMA CHURCH,Labis
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,,MALACCA MAR THOMA CHURCH,Melaka
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,,MELBOURNE IMMANUEL MAR THOMA CHURCH,Dadenong North Vic-3
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,,MELBOURNE MAR THOMA CHURCH,Vic - 3
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,,NEW CASTLE ST MARKS MAR THOMA CHURCH,New Castle
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,,NEW ZEALAND ST. THOMAS,
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,,PENANG MAR THOMA CHURCH,
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,,PERTH MAR THOMA PARISH,Western Australia -6
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,,SEREMBAN,Malayasia
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,,SINGAPORE MAR THOMA SYRIAN CHURCH,
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,,SUNGEI PATANI MAR THOMA CHURCH,
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,,SYDNEY BETHEL MAR THOMA CHURCH,New South Walesâ 2
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,,TAIPING MAR THOMA CHURCH,
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,,WELLINGTON IMMANUEL MAR THOMA CHURCH,Wellington
MUMBAI DIOCESE,,AHMEDABAD JERUSALEM MAR THOMA CHURCH,Bopal Village Road
MUMBAI DIOCESE,,AHMEDABAD MAR THOMA CHURCH,Ahamadabad
MUMBAI DIOCESE,,AMBERNATH JERUSALEM MAR THOMA CHURCH,Thane
MUMBAI DIOCESE,,ANAND ST THOMAS MAR THOMA CHURCH,Vallabh Vidyanagar
MUMBAI DIOCESE,,ANKLESHWAR JERUSALEM MAR THOMA CHURCH,G.I.D.C
MUMBAI DIOCESE,,AURANGABAD IMMANUEL MAR THOMA CHURCH,Aurangabad
MUMBAI DIOCESE,,BARODA BETHEL MAR THOMA CHURCH,Vadodara
MUMBAI DIOCESE,,BARODA MAR THOMA CHURCH,
MUMBAI DIOCESE,,BASSEIN ROAD ST THOMAS MAR THOMA CHURCH,Vasai Road West
MUMBAI DIOCESE,,BHARUCH IMMMANUEL MAR THOMA CHURCH,Bharuch
MUMBAI DIOCESE,,BHAVNAGAR MAR THOMA CHURCH,Bhavnagar
MUMBAI DIOCESE,,BHUJ MAR THOMA CHURCH,Bhuj
MUMBAI DIOCESE,,BOMBAY ST THOMAS (SANTACRUZ) MAR THOMA CHURCH,Santacruz West
MUMBAI DIOCESE,,BORIVILI IMMANUEL MAR THOMA CHURCH,Kandarpada
MUMBAI DIOCESE,,CHEMBUR MAR THOMA CHURCH,India
MUMBAI DIOCESE,,COLABA SALEM MAR THOMA CHURCH,Navi Mumbai
MUMBAI DIOCESE,,DADAR MAR THOMA CHURCH,Mumbai
MUMBAI DIOCESE,,"DAMMAM MAR THOMA CHURCH, SAUDI ARABIA",
MUMBAI DIOCESE,,DEHUROAD EBENEZER MAR THOMA CHURCH,Pune
MUMBAI DIOCESE,,DOMBIVILY EBENEZER MAR THOMA CHURCH,Dombivli East
MUMBAI DIOCESE,,GANDHI DHAM MAR THOMA CHURCH,Gandhidham
MUMBAI DIOCESE,,GANDHINAGAR IMMANUEL MAR THOMA CHURCH,Sector
MUMBAI DIOCESE,,GOREGAON ST PETERS MAR THOMA CHURCH,Goregaon (W
MUMBAI DIOCESE,,JAMNAGAR MAR THOMA SYRIAN CHURCH,Bedeswar
MUMBAI DIOCESE,,JAWAHAR NAGAR MAR THOMA CONGREGATION,
MUMBAI DIOCESE,,KALEWADI ST. STEPHENS MAR THOMA CHURCH,Kalewadi
MUMBAI DIOCESE,,KALYAN EAST ST ANDREWS MAR THOMA CHURCH,Kate Mani Vali
MUMBAI DIOCESE,,KALYAN WEST MAR THOMA SYRIAN CHURCH,Kalyan W
MUMBAI DIOCESE,,KHARGHAR ST THOMAS MAR THOMA CHURCH,Navi Mumbai
MUMBAI DIOCESE,,KIRKEE ST JOHNS MAR THOMA CHURCH,Pune
MUMBAI DIOCESE,,KOLHAPUR MAR THOMA CONGREGATION,Kholhapur Kholapur
MUMBAI DIOCESE,,MALAD BETHEL (BOMBAY) MAR THOMA CHURCH,Malad West
MUMBAI DIOCESE,,MARGAO ST PETERS MAR THOMA CHURCH,Ponda
MUMBAI DIOCESE,,MAROL ST STEPHENS MAR THOMA CHURCH,Marol
MUMBAI DIOCESE,,MEHSANA MAR THOMA CHURCH,Ahmedabad
MUMBAI DIOCESE,,MIRA – BHAYANDAR ST JOHNS MAR THOMA CHURCH,Mira Road
MUMBAI DIOCESE,,MODASSA MAR THOMA CHURCH,Bopal Village Road
MUMBAI DIOCESE,,MULUND CHRISTOS MAR THOMA CHURCH,Mulund West
MUMBAI DIOCESE,,NAGPUR MAR THOMA CHURCH,Parvathi Nagar
MUMBAI DIOCESE,,NALLOSOPARA JERUSALEM MAR THOMA CHURCH,Thane
MUMBAI DIOCESE,,NASIK ST THOMAS MAR THOMA CHURCH,Nasik Road
MUMBAI DIOCESE,,NERUL IMMANUEL MAR THOMA CHURCH,Navi Mumbai
MUMBAI DIOCESE,,OJHAR MAR THOMA CHURCH,Navi Mumbai
MUMBAI DIOCESE,,PANAJI ST THOMAS MAR THOMA CHURCH,Santa Cruz
MUMBAI DIOCESE,,PANVEL ST PETERS MAR THOMA CHURCH,New Panvel(E) Panvel H
MUMBAI DIOCESE,,PIMPRI CHINCHWAD ST THOMAS MAR THOMA CHURCH,Pimpri P F
MUMBAI DIOCESE,,PONDA BETHEL MAR THOMA CHURCH,Ponda
MUMBAI DIOCESE,,PUNE ST PETERS MAR THOMA CHURCH,India
MUMBAI DIOCESE,,RAJKOT MAR THOMA CHURCH,Bhomeswar
MUMBAI DIOCESE,,RATNAGIRI CONGREGATION,Wanowrie
MUMBAI DIOCESE,,SAKINAKA TRINITY MAR THOMA CHURCH,Vashi
MUMBAI DIOCESE,,SANGLI MIRAJ CONGREGATION,
MUMBAI DIOCESE,,SURAT SALEM MAR THOMA CHURCH,Surat
MUMBAI DIOCESE,,TARAPUR MAR THOMA CHURCH,Tapp
MUMBAI DIOCESE,,THANE MAR THOMA CHURCH,Thane (W
MUMBAI DIOCESE,,ULHASNAGAR ST JAMES MAR THOMA CHURCH,O.T.Section
MUMBAI DIOCESE,,VADODARA BETHEL MAR THOMA CHURCH,
MUMBAI DIOCESE,,VALSAD BETHEL MAR THOMA CHURCH,Valsad Valsad
MUMBAI DIOCESE,,VAPI MAR THOMA CHURCH,Vapi
MUMBAI DIOCESE,,VASCO EBENEZER MAR THOMA CHURCH,Santacruz
MUMBAI DIOCESE,,VASHI ST PAULS (NEW MUMBAI) MAR THOMA CHURCH,Navi Mumbai
MUMBAI DIOCESE,,VERAVEL ST PETERS MAR THOMA CHURCH,Bhediya
MUMBAI DIOCESE,,VIKHROLI MAR THOMA CHURCH,Mumbai
MUMBAI DIOCESE,,VIRAR CHRISTOSE MAR THOMA CHURCH,Thane
MUMBAI DIOCESE,,VISRANTHAWADI IMMANUEL MAR THOMA CHURCH,Dhanori
MUMBAI DIOCESE,,WAGLE ESTATE ST JOHNS [MUMBAI] MAR THOMA CHURCH,Wagle Estate
NIRANAM - MARAMON DIOCESE,,ALAPUZHA ST GEORGE MAR THOMA CHURCH,Near Y.M.C.A
NIRANAM - MARAMON DIOCESE,,AMALLOOR SEHION MAR THOMA CHURCH,Manjadi Jn
NIRANAM - MARAMON DIOCESE,,AMALLOOR ST JOHNS MAR THOMA CHURCH,Pathanamthitta
NIRANAM - MARAMON DIOCESE,,ANAMALA ST THOMAS MAR THOMA CHURCH,Pullad
NIRANAM - MARAMON DIOCESE,,ANAPRAMPAL MAR THOMA CHURCH,Edathua
NIRANAM - MARAMON DIOCESE,,ANAPRAMPAL ST MARK MAR THOMA CHURCH,Thalavady
NIRANAM - MARAMON DIOCESE,,ANJILITHANAM ST JOHNS MAR THOMA CHURCH,Anjilithanam
NIRANAM - MARAMON DIOCESE,,ANNAVATTOM EBENEZER MAR THOMA CHURCH,Kuttapuzha
NIRANAM - MARAMON DIOCESE,,CHATHENKERY ST PAULS MAR THOMA CHURCH,Chathenkary
NIRANAM - MARAMON DIOCESE,,CHENNAMKARY BETHENY MAR THOMA CHURCH,Chennamkary P.O. Alappuzha
NIRANAM - MARAMON DIOCESE,,CHENNAMKARY ST PAULS MAR THOMA CHURCH,Chennamkary Chennamkary
NIRANAM - MARAMON DIOCESE,,CHERUKOLE IMMANUEL MAR THOMA CHURCH,Cherukole
NIRANAM - MARAMON DIOCESE,,CHIRAYIRAMBU IMMANUEL MAR THOMA CHURCH,Chirayirambu
NIRANAM - MARAMON DIOCESE,,ERAVIPEROOR IMMANUEL MAR THOMA CHURCH,Eraviperoor P O Tiruvalla
NIRANAM - MARAMON DIOCESE,,ERUVELLIPRA CHRISTOS MAR THOMA CHURCH,Manjadi Jn
NIRANAM - MARAMON DIOCESE,,KALLOOPPARA BETHEL MAR THOMA CHURCH,Kallooppara
NIRANAM - MARAMON DIOCESE,,KALLOOPPARA ST THOMAS MAR THOMA CHURCH,Madathumbhagom North Puramattom
NIRANAM - MARAMON DIOCESE,,KALLUNKAL ST PAULS MAR THOMA CHURCH,Kallumkal
NIRANAM - MARAMON DIOCESE,,KARACKAL ST THOMAS MAR THOMA CHURCH,Karackal
NIRANAM - MARAMON DIOCESE,,KARIKUZHY SALEM MAR THOMA CHURCH,Karikuzhy
NIRANAM - MARAMON DIOCESE,,KATTODE BETHEL MAR THOMA CHURCH,Manjadi
NIRANAM - MARAMON DIOCESE,,KAVIYOOR IMMANUEL MAR THOMA CHURCH,Kottoor
NIRANAM - MARAMON DIOCESE,,KAVIYOOR MAR THOMA VALIYA PALLY,Anjilithanam
NIRANAM - MARAMON DIOCESE,,KAVIYOOR NJALBHAGOM SLEEBA MAR THOMA CHURCH,Kaviyoor
NIRANAM - MARAMON DIOCESE,,KAVIYOOR SALEM MAR THOMA CHURCH,Anjilithanam
NIRANAM - MARAMON DIOCESE,,KAVIYOOR ST PAULS MAR THOMA CHURCH,Anjilithanam
NIRANAM - MARAMON DIOCESE,,KAVUMBHAGOM EBENEZER MAR THOMA CHURCH,Kavumbhagom
NIRANAM - MARAMON DIOCESE,,KAVUNGUMPRAYAR ST THOMAS MAR THOMA CHURCH,Puramatom
NIRANAM - MARAMON DIOCESE,,KIZHAKKENMUTHOOR ST PAULS MAR THOMA CHURCH,Kuttappuzha
NIRANAM - MARAMON DIOCESE,,KOMPADY ST PETERS MAR THOMA CHURCH,Kombady Manjady
NIRANAM - MARAMON DIOCESE,,KOORTHAMALA  MAR THOMA CHURCH,Kadapra
NIRANAM - MARAMON DIOCESE,,KOZHENCHERRY ST THOMAS MAR THOMA CHURCH,Kozhencherry
NIRANAM - MARAMON DIOCESE,,KUMBANAD MAR THOMA VALIYAPALLY,Kumbanad-P.O. Pathanamthitta
NIRANAM - MARAMON DIOCESE,,KUMBANAD SALEM MAR  THOMA CHURCH,Kumbanadu
NIRANAM - MARAMON DIOCESE,,KUMBANAD ST THOMAS MAR THOMA CHURCH,Kumbanad Kumbanad
NIRANAM - MARAMON DIOCESE,,KUNNAM EMMANUEL MAR THOMA CHURCH,Poovathur
NIRANAM - MARAMON DIOCESE,,KURIANNOOR MAR THOMA CHURCH,Kuriannoor
NIRANAM - MARAMON DIOCESE,,KURIANNOOR SALEM MAR THOMA CHURCH,Kolabhagom
NIRANAM - MARAMON DIOCESE,,KURIANNOOR ST THOMAS MAR THOMA CHURCH,Kuriannur
NIRANAM - MARAMON DIOCESE,,KUTTAPUZHA JERUSALEM MAR THOMA CHURCH,Tiruvalla R.S
NIRANAM - MARAMON DIOCESE,,KUWAIT CITY MAR THOMA PARISH,Kuwait City
NIRANAM - MARAMON DIOCESE,,MARAMON MAR THOMA CHURCH,Maramon-(P.O) Kozhencherry Pathanamthitta
