# Mar Thoma parishes, WITH THE COUNTRY USED AS THE ZONE.
#
# The same rows as marthoma-parishes.csv, with one difference: the zone is the
# country the parish is in. Unlike the placeholder zones this file replaced,
# these are not invented — every diocese here really does span more than one
# country (17 in all), because the Gulf congregations are attached to Kerala
# dioceses rather than to a diocese of their own.
#
# Whether that is a useful tier is your call. It groups the 152 parishes
# outside India usefully and leaves a single large "India" zone in most
# dioceses, which may be more clutter than help. Import this one OR
# marthoma-parishes.csv, not both.
# Source: the Mar Thoma parish list published at marthoma.in, as collected in
#   https://docs.google.com/spreadsheets/d/1QVPcgFuO638L673NJ5fqtwqwq_obO4lF/edit
# Converted 2026-08-29. 1114 parishes in 14 dioceses.
#
diocese,zone,church,city
KOTTAYAM - KOCHI DIOCESE,India,MOOLAMATTOM ST THOMAS MAR THOMA CHURCH,Muttom
KOTTAYAM - KOCHI DIOCESE,India,MULAKKULAM CHRIST MAR THOMA CHURCH,Mulakulam Mulakulam
KOTTAYAM - KOCHI DIOCESE,India,MUNDAKAYAM BETHEL MAR THOMA CHURCH,Mundakayam
KOTTAYAM - KOCHI DIOCESE,India,MUNDATHANAM IMMANUEL MAR THOMA CHURCH KANGAZHA,Kangazha Kottayam
KOTTAYAM - KOCHI DIOCESE,India,MUNNAR ST THOMAS MAR THOMA CHURCH,Munnar Idukky
KOTTAYAM - KOCHI DIOCESE,India,NARAKATHANY SALEM MAR THOMA CHURCH,Narakathani
KOTTAYAM - KOCHI DIOCESE,India,NATTAKOM JERUSALEM MAR THOMA CHURCH,Kottayam
KOTTAYAM - KOCHI DIOCESE,India,NATTASSERY ST PAULS MAR THOMA CHURCH,Nattasserry
KOTTAYAM - KOCHI DIOCESE,India,NEDUMKANDAM IMMANUEL MAR THOMA CHURCH,Nedumkandom
KOTTAYAM - KOCHI DIOCESE,India,NELLIMATTOM BETHEL MAR THOMA CHURCH,Nellimattom
KOTTAYAM - KOCHI DIOCESE,India,PALA ST PAULS MAR THOMA CHURCH,Pala
KOTTAYAM - KOCHI DIOCESE,India,PALARIVATTOM SHARON MAR THOMA CHURCH,Palarivattom
KOTTAYAM - KOCHI DIOCESE,India,PAMBAKKUDA IMMANUEL MAR THOMA CHURCH,Pampakuda
KOTTAYAM - KOCHI DIOCESE,India,PAMPADY SALEM MAR THOMA CHURCH,South Pampady
KOTTAYAM - KOCHI DIOCESE,India,PAMPADY SEHION MAR THOMA CHURCH,Kottayam Kottyam
KOTTAYAM - KOCHI DIOCESE,India,PAMPANAR ST GEORGE MAR THOMA CHURCH,Kumaly
KOTTAYAM - KOCHI DIOCESE,India,PARAKKATHANAM ST THOMAS MAR THOMA CHURCH,Perumpramavu
KOTTAYAM - KOCHI DIOCESE,India,PARAVOOR ST THOMAS MAR THOMA CHURCH,Paravur North
KOTTAYAM - KOCHI DIOCESE,India,PERUMBAVOOR ST PAULS MAR THOMA CHURCH,Ernakulam
KOTTAYAM - KOCHI DIOCESE,India,POIKA EBENEZER MAR THOMA CHURCH,Vadattupara
KOTTAYAM - KOCHI DIOCESE,India,POTHANIKAD BETHEL MARTHOMA CHURCH,Pothanicad
KOTTAYAM - KOCHI DIOCESE,India,PULIYANMALA ST. MARYS MAR THOMA CHURCH,Puliyanmala
KOTTAYAM - KOCHI DIOCESE,India,PUNCHAVAYAL JERUSALEM MAR THOMA CHURCH,Mundakayam
KOTTAYAM - KOCHI DIOCESE,India,PUNNAVELI ST THOMAS MAR THOMA CHURCH,Punnaveli P.O. Mallappally Pathanamthitta
KOTTAYAM - KOCHI DIOCESE,India,PUNNEKKADU (MF),
KOTTAYAM - KOCHI DIOCESE,India,PUTHUPARAMBU ST LUKES MAR THOMA CHURCH,Vadavathoor
KOTTAYAM - KOCHI DIOCESE,India,PUTHUPPALLY ST PAULS HOREB MAR THOMA CHURCH,Puthuppally
KOTTAYAM - KOCHI DIOCESE,India,PUTHUPPALLY ST. MARYS MAR THOMA CHURCH,Rubber Board
KOTTAYAM - KOCHI DIOCESE,India,RAYAMANGALAM BETHELEHEM MAR THOMA CHURCH,Vaikara
KOTTAYAM - KOCHI DIOCESE,India,SANTHIPURAM BETHEL MAR THOMA CHURCH,Santhipuram
KOTTAYAM - KOCHI DIOCESE,India,THALAPPADY NAZRETH MAR THOMA CHURCH,Rubber Board
KOTTAYAM - KOCHI DIOCESE,India,THELLIYOOR CHRISTOSE MAR THOMA CHURCH,Thelliyoor
KOTTAYAM - KOCHI DIOCESE,India,THELLIYOOR SALEM MAR THOMA CHURCH,Valakuzhy
KOTTAYAM - KOCHI DIOCESE,India,THENGODU IMMANUEL MAR THOMA CHURCH,Thengode
KOTTAYAM - KOCHI DIOCESE,India,THIRUVANKULAM IMMANUEL MAR THOMA CHURCH,Thiruvamkulam
KOTTAYAM - KOCHI DIOCESE,India,THIRUVARPU SALEM MAR THOMA CHURCH,Thiruvarpu
KOTTAYAM - KOCHI DIOCESE,India,THODUPUZHA ST THOMAS MAR THOMA CHURCH,Muttom
KOTTAYAM - KOCHI DIOCESE,India,THOTTAKADU THABORE MAR THOMA CHURCH,Thottackadu
KOTTAYAM - KOCHI DIOCESE,India,THURUTHICADU MAR THOMA CHURCH,Thuruthicad
KOTTAYAM - KOCHI DIOCESE,India,ULLAYAM IMMANUEL MAR THOMA CHURCH,Kadayanickadu
KOTTAYAM - KOCHI DIOCESE,India,VADATTUPARA SALEM MAR THOMA CHURCH,Vadattupara
KOTTAYAM - KOCHI DIOCESE,India,VADAVATHOOR ST STEPHENS MAR THOMA CHURCH,Kottayam
KOTTAYAM - KOCHI DIOCESE,India,VAKATHANAM IMMANUEL MAR THOMA CHURCH,Mar Thoma Church Vakathanam
KOTTAYAM - KOCHI DIOCESE,India,VALAKOM  [ K K ] MAR THOMA CHURCH,Kunnackal
KOTTAYAM - KOCHI DIOCESE,India,VALANKARA EBENEZER MAR THOMA CHURCH,Vennikulam
KOTTAYAM - KOCHI DIOCESE,India,VANDENMEDU ST THOMAS MAR THOMA CHURCH,Mar Thoma Church Vandanmettu
KOTTAYAM - KOCHI DIOCESE,India,VANDIPERIYAR MAR THOMA CHURCH,Vallakadavu
KOTTAYAM - KOCHI DIOCESE,India,VAZHAKULAM EBENEZER MAR THOMA CHURCH,South Vazhakulam
KOTTAYAM - KOCHI DIOCESE,India,VAZHOOR EBENEZER MAR THOMA CHURCH,Pullickal Kavala
KOTTAYAM - KOCHI DIOCESE,India,VAZHOOR ST GEORGE MAR THOMA CHURCH,Vazhoor East
KOTTAYAM - KOCHI DIOCESE,India,VELLATHOOVAL BETHEL MAR THOMA CHURCH,Vellathooval
KOTTAYAM - KOCHI DIOCESE,India,VENGAZHA ST JOHNS MAR THOMA CHURCH,Ezhumattoor
KOTTAYAM - KOCHI DIOCESE,India,VENGOLA BETHEL MAR THOMA CHURCH,West Vengola
KOTTAYAM - KOCHI DIOCESE,India,VENGOOR JERUSALEM MAR THOMA CHURCH,Vengoor
KOTTAYAM - KOCHI DIOCESE,India,VENNIKULAM SALEM MAR THOMA CHURCH,Thelliyoor
KUNNAMKULAM - MALABAR DIOCESE,India,ANAKULAM ZEHION MAR THOMA CHURCH,Peruvannamuzhy(Via
KUNNAMKULAM - MALABAR DIOCESE,India,ARABI AROHANAM MAR THOMA CHURCH,Arabi
KUNNAMKULAM - MALABAR DIOCESE,India,ARTHAT KUNNAMKULAM MAR THOMA CHURCH,Kunnamkulam
KUNNAMKULAM - MALABAR DIOCESE,India,BEDERI ST THOMAS MAR THOMA CHURCH (VADUVANCHAL),Vaduvanchal
KUNNAMKULAM - MALABAR DIOCESE,India,CHALICKAL IMMANUEL MAR THOMA CHURCH,Moothedam
KUNNAMKULAM - MALABAR DIOCESE,India,CHALISSERY MAR THOMA CHURCH,Chalisserri
KUNNAMKULAM - MALABAR DIOCESE,India,CHANTHAKUNNU ST PAULS MAR THOMA CHURCH,Chandakunnu
KUNNAMKULAM - MALABAR DIOCESE,India,CHEMBANODU CARMEL,Chembanoda Chengaroth
KUNNAMKULAM - MALABAR DIOCESE,India,CHENGAROTHU IMMANUEL MAR THOMA CHURCH,Chengaroth
KUNNAMKULAM - MALABAR DIOCESE,India,CHERUPUZHA JERUSALEM MAR THOMA CHURCH,Cherupuzha
KUNNAMKULAM - MALABAR DIOCESE,India,CHOKKADU ST THOMAS MAR THOMA CHURCH,Chokkad
KUNNAMKULAM - MALABAR DIOCESE,India,CHOORIYODE BETHEL MAR THOMA CHURCH,Perumbadari
KUNNAMKULAM - MALABAR DIOCESE,India,CHUNDAL ST PETERS MAR THOMA CHURCH,Chundale
KUNNAMKULAM - MALABAR DIOCESE,India,CHUNGATHARA SALEM MAR THOMA CHURCH,Chungathara
KUNNAMKULAM - MALABAR DIOCESE,India,COYALMANNAM EBENEZER MAR THOMA CHURCH,Palakkad
KUNNAMKULAM - MALABAR DIOCESE,India,EDAKARA IMMANUEL MAR THOMA CHURCH,Munda
KUNNAMKULAM - MALABAR DIOCESE,India,ERUMAYOOR ST THOMAS MAR THOMA CHURCH,Erumayoor Erimayoor
KUNNAMKULAM - MALABAR DIOCESE,India,GUDALUR ST THOMAS MAR THOMA CHURCH,Gudalur Bazar
KUNNAMKULAM - MALABAR DIOCESE,India,KADAVALOOR ST PAULS MAR THOMA CHURCH,Kadavallur Kadavallur
KUNNAMKULAM - MALABAR DIOCESE,India,KAIPPANI BETHEL MAR THOMA CHURCH,Chungathara
KUNNAMKULAM - MALABAR DIOCESE,India,KALLADIKODE ST PETERS MAR THOMA CHURCH,Thachampara
KUNNAMKULAM - MALABAR DIOCESE,India,KANNARA PEECHI ST THOMAS MAR THOMA CHURCH,Kannara Peechi Kannara
KUNNAMKULAM - MALABAR DIOCESE,India,KANNUR IMMANUEL MAR THOMA CHURCH,South Bazaar
KUNNAMKULAM - MALABAR DIOCESE,India,KARARA HOREB MAR THOMA CHURCH (ATTAPPADI),Thavalam
KUNNAMKULAM - MALABAR DIOCESE,India,KARIMBA ST THOMAS MAR THOMA CHURCH,Karimba
KUNNAMKULAM - MALABAR DIOCESE,India,KARUNECHI SEHION MAR THOMA CHURCH,Malappuram
KUNNAMKULAM - MALABAR DIOCESE,India,KASARGOD ST THOMAS MAR THOMA CHURCH,Chengala
KUNNAMKULAM - MALABAR DIOCESE,India,KATTIPOYIL CARMEL MAR THOMA CHURCH,Meenmutty
KUNNAMKULAM - MALABAR DIOCESE,India,KATTUKAMPEL CARMEL MAR THOMA CHURCH,Kattukambal
KUNNAMKULAM - MALABAR DIOCESE,India,KATTUMUNDA ZEHION MAR THOMA CHURCH,Naduvath
KUNNAMKULAM - MALABAR DIOCESE,India,KELAKOM IMMANUEL MAR THOMA CHURCH,Kelakom
KUNNAMKULAM - MALABAR DIOCESE,India,KOLITHATTU HERMON MAR THOMA CHURCH,Iritty
KUNNAMKULAM - MALABAR DIOCESE,India,KOOTTAPPADI EBENEZER MAR THOMA CHURCH,Malappuram
KUNNAMKULAM - MALABAR DIOCESE,India,KOZHIKKODE ST PAULS MAR THOMA CHURCH,Calicut
KUNNAMKULAM - MALABAR DIOCESE,India,KOZHIKODU THENHIPALAM BETHEL MAR THOMA CHURCH,Tenhipalam
KUNNAMKULAM - MALABAR DIOCESE,India,MALAPPURAM JERUSALEM MAR THOMA CHURCH,Malappuram
KUNNAMKULAM - MALABAR DIOCESE,India,MAMPATTA ST. THOMAS MAR THOMA CHURCH,Mukkam
KUNNAMKULAM - MALABAR DIOCESE,India,MANNARKADU JERUSALEM MAR THOMA CHURCH,Perumbadari
KUNNAMKULAM - MALABAR DIOCESE,India,MAVOOR CONGREGATION,Thenhipalam
KUNNAMKULAM - MALABAR DIOCESE,India,MOOKKUTHALA SALEM MAR THOMA CHURCH,Kunnamkulam
KUNNAMKULAM - MALABAR DIOCESE,India,MOOTHEDAM EBENEZER MAR THOMA CHURCH,Moothedom
KUNNAMKULAM - MALABAR DIOCESE,India,MUNDOOR JERUSALEM MAR THOMA CHURCH,Ezhakkad
KUNNAMKULAM - MALABAR DIOCESE,India,MUTHUKULAM CHRISTOSE MAR THOMA CHURCH,Bhoodan Colony
KUNNAMKULAM - MALABAR DIOCESE,India,NEDUVALOOR BETHEL MAR THOMA CHURCH,Chuzhali
KUNNAMKULAM - MALABAR DIOCESE,India,NELLIKUNNU SALEM MAR THOMA CHURCH,Nellikunnu
KUNNAMKULAM - MALABAR DIOCESE,India,NILAMBUR ST THOMAS MAR THOMA CHURCH,Nilambur
KUNNAMKULAM - MALABAR DIOCESE,India,OLAVACODE CHRIST MAR THOMA CHURCH,Olavakkodu
KUNNAMKULAM - MALABAR DIOCESE,India,PAKKULAM CARMEL MAR THOMA CHURCH,Pakkulam
KUNNAMKULAM - MALABAR DIOCESE,India,"PALAKKAD ST THOMAS MAR THOMA CHURCH,",Palakkad
KUNNAMKULAM - MALABAR DIOCESE,India,PALANKARA HOREB MAR THOMA CHURCH,Palankara
KUNNAMKULAM - MALABAR DIOCESE,India,PANAMANNA IMMANUEL MAR THOMA CHURCH,Pallikuthu
KUNNAMKULAM - MALABAR DIOCESE,India,PARAPPA EBENEZER MAR THOMA CHURCH,Chengala
KUNNAMKULAM - MALABAR DIOCESE,India,PAYYANNOOR BETHEL MAR THOMA CHURCH,Edat
KUNNAMKULAM - MALABAR DIOCESE,India,PAZHANJI IMMANUEL MAR THOMA CHURCH,Pazhanji Pazhanji
KUNNAMKULAM - MALABAR DIOCESE,India,PENGAMUKKU ST THOMAS MAR THOMA CHURCH,Pengamukku
KUNNAMKULAM - MALABAR DIOCESE,India,PERINTHALMANNA ST THOMAS MAR THOMA CHURCH,Angadipuram
KUNNAMKULAM - MALABAR DIOCESE,India,PONNANI SALEM MAR THOMA CHURCH,Ponnani Chalisseri
KUNNAMKULAM - MALABAR DIOCESE,India,PULIKKAYAM IMMANUEL MAR THOMA CHURCH,Meenmutty
KUNNAMKULAM - MALABAR DIOCESE,India,PULLENCHERRY BETHEL MAR THOMA CHURCH,Nallamthanny
KUNNAMKULAM - MALABAR DIOCESE,India,PUTHUPADY EBENEZER MAR THOMA CHURCH,Puthuppady
KUNNAMKULAM - MALABAR DIOCESE,United Arab Emirates,SHARJAH MAR THOMA PARISH,Sharjah
KUNNAMKULAM - MALABAR DIOCESE,India,SHORNUR IMMANUEL MAR THOMA CHURCH,Shornur
KUNNAMKULAM - MALABAR DIOCESE,India,SULTAN BETHERI JERUSALEM MAR THOMA CHURCH,Kappadi
KUNNAMKULAM - MALABAR DIOCESE,India,THACHAMPARA TABORE MAR THOMA CHURCH,Thachampara
KUNNAMKULAM - MALABAR DIOCESE,India,THALASERRY CONGREGATION,South Bazaar
KUNNAMKULAM - MALABAR DIOCESE,India,THAMARASSERY ST PETERS MAR THOMA CHURCH,Thamarasserry
KUNNAMKULAM - MALABAR DIOCESE,India,THANIPPADAM SALEM MAR THOMA CHURCH,Poovanchira
KUNNAMKULAM - MALABAR DIOCESE,India,THRISSUR EBENEZER MAR THOMA CHURCH,East Fort
KUNNAMKULAM - MALABAR DIOCESE,India,VADAKKENCHERY HERMON MAR THOMA CHURCH,Vadakkancherry
KUNNAMKULAM - MALABAR DIOCESE,India,VALLITHODE SALEM MAR THOMA CHURCH,Mananthavady
KUNNAMKULAM - MALABAR DIOCESE,India,VAZHIKKADAVU BETHEL MAR THOMA CHURCH,Vazhikkadavu
KUNNAMKULAM - MALABAR DIOCESE,India,VELIKKADU IMMANUEL MAR THOMA CHURCH,Vellikkattu Palghat
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,Australia,ADELAIDE MAR THOMA CHURCH,South Australia - 5
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,New Zealand,AUCKLAND ST THOMAS MAR THOMA CHURCH,
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,Malaysia,BANTING MAR THOMA CHURCH,Banting
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,Australia,BRISBANE MAR THOMA CHURCH,Brisbane
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,Australia,CANBERRA MAR THOMA CHURCH,
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,New Zealand,"CHRISTCHURCH MARTHOMA CHURCH,NEW ZEALAND",
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,New Zealand,HAMILTON TRINITY MAR THOMA CHURCH,Hamilton
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,Malaysia,IPOH MAR THOMA CHURCH,
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,Malaysia,JOHOR BAHRU ST.PETERS MAR THOMA CHURCH,Taman Dato Onn
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,Malaysia,KLANG ST THOMAS MAR THOMA CHURCH,Klang
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,Malaysia,KLUANG ST PAULS MAR THOMA CHURCH,Kluang
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,Malaysia,KUALA LUMPUR ST. THOMAS MAR THOMA CHURCH,Kuala Lumpur
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,Malaysia,LABIS ST THOMAS MAR THOMA CHURCH,Labis
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,Malaysia,MALACCA MAR THOMA CHURCH,Melaka
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,Australia,MELBOURNE IMMANUEL MAR THOMA CHURCH,Dadenong North Vic-3
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,Australia,MELBOURNE MAR THOMA CHURCH,Vic - 3
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,Australia,NEW CASTLE ST MARKS MAR THOMA CHURCH,New Castle
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,New Zealand,NEW ZEALAND ST. THOMAS,
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,Malaysia,PENANG MAR THOMA CHURCH,
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,Australia,PERTH MAR THOMA PARISH,Western Australia -6
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,Malaysia,SEREMBAN,Malayasia
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,Singapore,SINGAPORE MAR THOMA SYRIAN CHURCH,
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,Malaysia,SUNGEI PATANI MAR THOMA CHURCH,
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,Australia,SYDNEY BETHEL MAR THOMA CHURCH,New South Walesâ 2
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,Malaysia,TAIPING MAR THOMA CHURCH,
MALAYSIA - SINGAPORE - AUS - NZ DIOCESE,New Zealand,WELLINGTON IMMANUEL MAR THOMA CHURCH,Wellington
MUMBAI DIOCESE,India,AHMEDABAD JERUSALEM MAR THOMA CHURCH,Bopal Village Road
MUMBAI DIOCESE,India,AHMEDABAD MAR THOMA CHURCH,Ahamadabad
MUMBAI DIOCESE,India,AMBERNATH JERUSALEM MAR THOMA CHURCH,Thane
MUMBAI DIOCESE,India,ANAND ST THOMAS MAR THOMA CHURCH,Vallabh Vidyanagar
MUMBAI DIOCESE,India,ANKLESHWAR JERUSALEM MAR THOMA CHURCH,G.I.D.C
MUMBAI DIOCESE,India,AURANGABAD IMMANUEL MAR THOMA CHURCH,Aurangabad
MUMBAI DIOCESE,India,BARODA BETHEL MAR THOMA CHURCH,Vadodara
MUMBAI DIOCESE,India,BARODA MAR THOMA CHURCH,
MUMBAI DIOCESE,India,BASSEIN ROAD ST THOMAS MAR THOMA CHURCH,Vasai Road West
MUMBAI DIOCESE,India,BHARUCH IMMMANUEL MAR THOMA CHURCH,Bharuch
MUMBAI DIOCESE,India,BHAVNAGAR MAR THOMA CHURCH,Bhavnagar
MUMBAI DIOCESE,India,BHUJ MAR THOMA CHURCH,Bhuj
MUMBAI DIOCESE,India,BOMBAY ST THOMAS (SANTACRUZ) MAR THOMA CHURCH,Santacruz West
MUMBAI DIOCESE,India,BORIVILI IMMANUEL MAR THOMA CHURCH,Kandarpada
MUMBAI DIOCESE,India,CHEMBUR MAR THOMA CHURCH,India
MUMBAI DIOCESE,India,COLABA SALEM MAR THOMA CHURCH,Navi Mumbai
MUMBAI DIOCESE,India,DADAR MAR THOMA CHURCH,Mumbai
MUMBAI DIOCESE,Saudi Arabia,"DAMMAM MAR THOMA CHURCH, SAUDI ARABIA",
MUMBAI DIOCESE,India,DEHUROAD EBENEZER MAR THOMA CHURCH,Pune
MUMBAI DIOCESE,India,DOMBIVILY EBENEZER MAR THOMA CHURCH,Dombivli East
MUMBAI DIOCESE,India,GANDHI DHAM MAR THOMA CHURCH,Gandhidham
MUMBAI DIOCESE,India,GANDHINAGAR IMMANUEL MAR THOMA CHURCH,Sector
MUMBAI DIOCESE,India,GOREGAON ST PETERS MAR THOMA CHURCH,Goregaon (W
MUMBAI DIOCESE,India,JAMNAGAR MAR THOMA SYRIAN CHURCH,Bedeswar
MUMBAI DIOCESE,India,JAWAHAR NAGAR MAR THOMA CONGREGATION,
MUMBAI DIOCESE,India,KALEWADI ST. STEPHENS MAR THOMA CHURCH,Kalewadi
MUMBAI DIOCESE,India,KALYAN EAST ST ANDREWS MAR THOMA CHURCH,Kate Mani Vali
MUMBAI DIOCESE,India,KALYAN WEST MAR THOMA SYRIAN CHURCH,Kalyan W
MUMBAI DIOCESE,India,KHARGHAR ST THOMAS MAR THOMA CHURCH,Navi Mumbai
MUMBAI DIOCESE,India,KIRKEE ST JOHNS MAR THOMA CHURCH,Pune
MUMBAI DIOCESE,India,KOLHAPUR MAR THOMA CONGREGATION,Kholhapur Kholapur
MUMBAI DIOCESE,India,MALAD BETHEL (BOMBAY) MAR THOMA CHURCH,Malad West
MUMBAI DIOCESE,India,MARGAO ST PETERS MAR THOMA CHURCH,Ponda
MUMBAI DIOCESE,India,MAROL ST STEPHENS MAR THOMA CHURCH,Marol
MUMBAI DIOCESE,India,MEHSANA MAR THOMA CHURCH,Ahmedabad
MUMBAI DIOCESE,India,MIRA – BHAYANDAR ST JOHNS MAR THOMA CHURCH,Mira Road
MUMBAI DIOCESE,India,MODASSA MAR THOMA CHURCH,Bopal Village Road
MUMBAI DIOCESE,India,MULUND CHRISTOS MAR THOMA CHURCH,Mulund West
MUMBAI DIOCESE,India,NAGPUR MAR THOMA CHURCH,Parvathi Nagar
MUMBAI DIOCESE,India,NALLOSOPARA JERUSALEM MAR THOMA CHURCH,Thane
MUMBAI DIOCESE,India,NASIK ST THOMAS MAR THOMA CHURCH,Nasik Road
MUMBAI DIOCESE,India,NERUL IMMANUEL MAR THOMA CHURCH,Navi Mumbai
MUMBAI DIOCESE,India,OJHAR MAR THOMA CHURCH,Navi Mumbai
MUMBAI DIOCESE,India,PANAJI ST THOMAS MAR THOMA CHURCH,Santa Cruz
MUMBAI DIOCESE,India,PANVEL ST PETERS MAR THOMA CHURCH,New Panvel(E) Panvel H
MUMBAI DIOCESE,India,PIMPRI CHINCHWAD ST THOMAS MAR THOMA CHURCH,Pimpri P F
MUMBAI DIOCESE,India,PONDA BETHEL MAR THOMA CHURCH,Ponda
MUMBAI DIOCESE,India,PUNE ST PETERS MAR THOMA CHURCH,India
MUMBAI DIOCESE,India,RAJKOT MAR THOMA CHURCH,Bhomeswar
MUMBAI DIOCESE,India,RATNAGIRI CONGREGATION,Wanowrie
MUMBAI DIOCESE,India,SAKINAKA TRINITY MAR THOMA CHURCH,Vashi
MUMBAI DIOCESE,India,SANGLI MIRAJ CONGREGATION,
MUMBAI DIOCESE,India,SURAT SALEM MAR THOMA CHURCH,Surat
MUMBAI DIOCESE,India,TARAPUR MAR THOMA CHURCH,Tapp
MUMBAI DIOCESE,India,THANE MAR THOMA CHURCH,Thane (W
MUMBAI DIOCESE,India,ULHASNAGAR ST JAMES MAR THOMA CHURCH,O.T.Section
MUMBAI DIOCESE,India,VADODARA BETHEL MAR THOMA CHURCH,
MUMBAI DIOCESE,India,VALSAD BETHEL MAR THOMA CHURCH,Valsad Valsad
MUMBAI DIOCESE,India,VAPI MAR THOMA CHURCH,Vapi
MUMBAI DIOCESE,India,VASCO EBENEZER MAR THOMA CHURCH,Santacruz
MUMBAI DIOCESE,India,VASHI ST PAULS (NEW MUMBAI) MAR THOMA CHURCH,Navi Mumbai
MUMBAI DIOCESE,India,VERAVEL ST PETERS MAR THOMA CHURCH,Bhediya
MUMBAI DIOCESE,India,VIKHROLI MAR THOMA CHURCH,Mumbai
MUMBAI DIOCESE,India,VIRAR CHRISTOSE MAR THOMA CHURCH,Thane
MUMBAI DIOCESE,India,VISRANTHAWADI IMMANUEL MAR THOMA CHURCH,Dhanori
MUMBAI DIOCESE,India,WAGLE ESTATE ST JOHNS [MUMBAI] MAR THOMA CHURCH,Wagle Estate
NIRANAM - MARAMON DIOCESE,India,ALAPUZHA ST GEORGE MAR THOMA CHURCH,Near Y.M.C.A
NIRANAM - MARAMON DIOCESE,India,AMALLOOR SEHION MAR THOMA CHURCH,Manjadi Jn
NIRANAM - MARAMON DIOCESE,India,AMALLOOR ST JOHNS MAR THOMA CHURCH,Pathanamthitta
NIRANAM - MARAMON DIOCESE,India,ANAMALA ST THOMAS MAR THOMA CHURCH,Pullad
NIRANAM - MARAMON DIOCESE,India,ANAPRAMPAL MAR THOMA CHURCH,Edathua
NIRANAM - MARAMON DIOCESE,India,ANAPRAMPAL ST MARK MAR THOMA CHURCH,Thalavady
NIRANAM - MARAMON DIOCESE,India,ANJILITHANAM ST JOHNS MAR THOMA CHURCH,Anjilithanam
NIRANAM - MARAMON DIOCESE,India,ANNAVATTOM EBENEZER MAR THOMA CHURCH,Kuttapuzha
NIRANAM - MARAMON DIOCESE,India,CHATHENKERY ST PAULS MAR THOMA CHURCH,Chathenkary
NIRANAM - MARAMON DIOCESE,India,CHENNAMKARY BETHENY MAR THOMA CHURCH,Chennamkary P.O. Alappuzha
NIRANAM - MARAMON DIOCESE,India,CHENNAMKARY ST PAULS MAR THOMA CHURCH,Chennamkary Chennamkary
NIRANAM - MARAMON DIOCESE,India,CHERUKOLE IMMANUEL MAR THOMA CHURCH,Cherukole
NIRANAM - MARAMON DIOCESE,India,CHIRAYIRAMBU IMMANUEL MAR THOMA CHURCH,Chirayirambu
NIRANAM - MARAMON DIOCESE,India,ERAVIPEROOR IMMANUEL MAR THOMA CHURCH,Eraviperoor P O Tiruvalla
NIRANAM - MARAMON DIOCESE,India,ERUVELLIPRA CHRISTOS MAR THOMA CHURCH,Manjadi Jn
NIRANAM - MARAMON DIOCESE,India,KALLOOPPARA BETHEL MAR THOMA CHURCH,Kallooppara
NIRANAM - MARAMON DIOCESE,India,KALLOOPPARA ST THOMAS MAR THOMA CHURCH,Madathumbhagom North Puramattom
NIRANAM - MARAMON DIOCESE,India,KALLUNKAL ST PAULS MAR THOMA CHURCH,Kallumkal
NIRANAM - MARAMON DIOCESE,India,KARACKAL ST THOMAS MAR THOMA CHURCH,Karackal
NIRANAM - MARAMON DIOCESE,India,KARIKUZHY SALEM MAR THOMA CHURCH,Karikuzhy
NIRANAM - MARAMON DIOCESE,India,KATTODE BETHEL MAR THOMA CHURCH,Manjadi
NIRANAM - MARAMON DIOCESE,India,KAVIYOOR IMMANUEL MAR THOMA CHURCH,Kottoor
NIRANAM - MARAMON DIOCESE,India,KAVIYOOR MAR THOMA VALIYA PALLY,Anjilithanam
NIRANAM - MARAMON DIOCESE,India,KAVIYOOR NJALBHAGOM SLEEBA MAR THOMA CHURCH,Kaviyoor
NIRANAM - MARAMON DIOCESE,India,KAVIYOOR SALEM MAR THOMA CHURCH,Anjilithanam
NIRANAM - MARAMON DIOCESE,India,KAVIYOOR ST PAULS MAR THOMA CHURCH,Anjilithanam
NIRANAM - MARAMON DIOCESE,India,KAVUMBHAGOM EBENEZER MAR THOMA CHURCH,Kavumbhagom
